campo,valor_original,valor_original_limpo,valor_normalizado,categoria,confianca,acao_recomendada,justificativa,aplicar_automaticamente,lote
tipo_documento,Livro Branco,livro branco,Livro Branco,Publicação,media,revisar manualmente,"'Livro Branco' (White Paper) é um tipo documental com propósito específico, podendo ser mantido distinto de 'Livro' genérico.",False,1
tipo_documento,Livro eletrônico,livro eletronico,Livro,Publicação,alta,aplicar automático,Variação de formato de 'Livro'.,True,1
tipo_documento,Monografia,monografia,Monografia,Publicação Acadêmica,alta,manter original,Valor já adequado.,True,1
tipo_documento,NOTA DE POLÍTICA ECONÔMICA,nota de politica economica,Nota de Política,Política,alta,aplicar automático,Padronização de caixa e simplificação para o tipo base 'Nota de Política'.,True,1
tipo_documento,NOTAS DE POLÍTICAS PÚBLICAS PARA O BRASIL,notas de politicas publicas para o brasil,Nota de Política,Política,alta,aplicar automático,"Padronização de caixa, plural para singular e simplificação para o tipo base 'Nota de Política'.",True,1
tipo_documento,PLANO DE DESENVOLVIMENTO INTEGRADO,plano de desenvolvimento integrado,Plano,Planejamento,alta,aplicar automático,Variação específica de 'Plano'.,True,1
tipo_documento,Pact,pact,Pacto,Acordo,alta,aplicar automático,Tradução para o português.,True,1
tipo_documento,Paper,paper,Artigo,Publicação Acadêmica,alta,aplicar automático,Tradução comum para 'Artigo' ou 'Documento de Trabalho'.,True,1
tipo_documento,Planejamento Estratégico,planejamento estrategico,Plano,Planejamento,alta,aplicar automático,'Planejamento Estratégico' é um processo que resulta em um 'Plano'.,True,1
tipo_documento,Plano,plano,Plano,Planejamento,alta,manter original,Valor já adequado.,True,1
tipo_documento,Plano Diretor,plano diretor,Plano,Planejamento,alta,aplicar automático,Variação específica de 'Plano'.,True,1
tipo_documento,Plano Estadual Decenal,plano estadual decenal,Plano,Planejamento,alta,aplicar automático,Variação específica de 'Plano'.,True,1
tipo_documento,Plano Estratégico,plano estrategico,Plano,Planejamento,alta,aplicar automático,Variação específica de 'Plano'.,True,1
tipo_documento,Plano Estratégico de Desenvolvimento,plano estrategico de desenvolvimento,Plano,Planejamento,alta,aplicar automático,Variação específica de 'Plano'.,True,1
tipo_documento,Plano Estratégico de Desenvolvimento de longo prazo,plano estrategico de desenvolvimento de longo prazo,Plano,Planejamento,alta,aplicar automático,Variação específica de 'Plano'.,True,1
tipo_documento,Plano Estratégico de Desenvolvimento e Carteira de Projetos Públicos,plano estrategico de desenvolvimento e carteira de projetos publicos,Plano,Planejamento,media,revisar manualmente,Combina 'Plano' e 'Carteira de Projetos'. Requer revisão para decidir a melhor normalização.,False,1
tipo_documento,Plano Estratégico de Longo Prazo,plano estrategico de longo prazo,Plano,Planejamento,alta,aplicar automático,Variação específica de 'Plano'.,True,1
tipo_documento,Plano Nacional,plano nacional,Plano,Planejamento,alta,aplicar automático,Variação específica de 'Plano'.,True,1
tipo_documento,Plano Setorial,plano setorial,Plano,Planejamento,alta,aplicar automático,Variação específica de 'Plano'.,True,1
tipo_documento,Plano de Ação,plano de acao,Plano,Planejamento,alta,aplicar automático,Variação específica de 'Plano'.,True,1
tipo_documento,Plano de Desenvolvimento,plano de desenvolvimento,Plano,Planejamento,alta,aplicar automático,Variação específica de 'Plano'.,True,1
tipo_documento,Plano de Desenvolvimento Estratégico,plano de desenvolvimento estrategico,Plano,Planejamento,alta,aplicar automático,Variação específica de 'Plano'.,True,1
tipo_documento,Plano de Políticas Públicas,plano de politicas publicas,Plano,Planejamento,alta,aplicar automático,Variação específica de 'Plano'.,True,1
tipo_documento,Plano de Trabalho Detalhado,plano de trabalho detalhado,Plano,Planejamento,alta,aplicar automático,Variação específica de 'Plano'.,True,1
tipo_documento,Política e Estratégia,politica e estrategia,Política e Estratégia,Planejamento,media,revisar manualmente,Combina 'Política' e 'Estratégia'. Requer revisão para decidir se deve ser mantido como um único tipo ou dividido.,False,1
tipo_documento,Press kit,press kit,Press Kit,Comunicação,alta,aplicar automático,Padronização de caixa.,True,1
tipo_documento,Projeto,projeto,Projeto,Planejamento,alta,manter original,Valor já adequado.,True,1
tipo_documento,Projeto de Nação,projeto de nacao,Projeto de Nação,Planejamento,alta,manter original,Valor já adequado.,True,1
tipo_documento,Proposta,proposta,Proposta,Proposta,alta,manter original,Valor já adequado.,True,1
tipo_documento,Proposta do Macrossetor Indústria da CUT para o Debate,proposta do macrossetor industria da cut para o debate,Proposta,Proposta,alta,aplicar automático,Variação específica de 'Proposta'.,True,1
tipo_documento,Propostas,propostas,Proposta,Proposta,alta,aplicar automático,Padronização para o singular.,True,1
tipo_documento,RELATÓRIO PLENO,relatorio pleno,Relatório,Relatório,alta,aplicar automático,Variação específica de 'Relatório'. Padronização de caixa.,True,1
tipo_documento,Relatório,relatorio,Relatório,Relatório,alta,manter original,Valor já adequado.,True,1
tipo_documento,Relatório Final,relatorio final,Relatório,Relatório,alta,aplicar automático,Variação específica de 'Relatório'.,True,1
tipo_documento,Relatório Técnico,relatorio tecnico,Relatório,Relatório,alta,aplicar automático,Variação específica de 'Relatório'.,True,1
tipo_documento,Relatório de propostas,relatorio de propostas,Relatório,Relatório,alta,aplicar automático,Variação específica de 'Relatório'.,True,1
tipo_documento,Report,report,Relatório,Relatório,alta,aplicar automático,Tradução para o português.,True,1
tipo_documento,Spotlight,spotlight,Spotlight,Comunicação,media,revisar manualmente,"Termo em inglês. Pode ser traduzido como 'Destaque' ou 'Informe', mas a semântica exata pode variar. Requer revisão.",False,1
tipo_documento,Spotlight Report,spotlight report,Relatório,Relatório,alta,aplicar automático,Variação específica de 'Relatório'.,True,1
tipo_documento,Sumário Executivo,sumario executivo,Sumário Executivo,Relatório,alta,manter original,"Valor já adequado, frequentemente associado a relatórios.",True,1
tipo_documento,Texto para Discussão,texto para discussao,Texto para Discussão,Publicação Acadêmica,alta,manter original,Valor já adequado.,True,1
tipo_documento,Textos para Discussão,textos para discussao,Texto para Discussão,Publicação Acadêmica,alta,aplicar automático,Padronização para o singular.,True,1
tipo_documento,Visão,visao,Visão,Planejamento,alta,manter original,Valor já adequado.,True,1
tipo_documento,"['Plano Estratégico de Desenvolvimento de Longo Prazo', 'Proposta para discussão com a sociedade', 'Visão de Futuro']","['plano estrategico de desenvolvimento de longo prazo', 'proposta para discussao com a sociedade', 'visao de futuro']","['Plano Estratégico de Desenvolvimento de Longo Prazo', 'Proposta para discussão com a sociedade', 'Visão de Futuro']",,baixa,revisar manualmente,O valor original contém múltiplos tipos documentais concatenados. Requer revisão manual para desmembrar ou categorizar adequadamente.,False,1
